,COUNTRY,DIVISION,CATEGORY,SUB_CATEGORY,A_2019_Q1,A_2019_Q2,A_2019_Q3,A_2019_Q4,A_2019_FY,A_2020_Q1,A_2020_Q2,A_2020_Q3,A_2020_Q4,A_2020_FY,BS_2021_Q1,BS_2021_Q2,BS_2021_Q3,BS_2021_Q4,BS_2022_Q1,BS_2022_Q2,BS_2022_Q3,BS_2022_Q4,LC_2021_Q1,LC_2021_Q2,LC_2021_Q3,LC_2021_Q4,LC_2022_Q1,LC_2022_Q2,LC_2022_Q3,LC_2022_Q4,RI_2021_Q1,RI_2021_Q2,RI_2021_Q3,RI_2021_Q4,RI_2022_Q1,RI_2022_Q2,RI_2022_Q3,RI_2022_Q4,UL_TO_YTD_NOV,UW_BS_H1_2022_2021,UW_BS_H2_2022_2021,UW_BS_FY_2021_2020,UW_BS_FY_2022_2019,UW_BS_FY_2022_2021,UW_LC_H1_2022_2021,UW_LC_H2_2022_2021,UW_LC_FY_2021_2020,UW_LC_FY_2022_2019,UW_LC_FY_2022_2021,UW_RI_H1_2022_2021,UW_RI_H2_2022_2021,UW_RI_FY_2021_2020,UW_RI_FY_2022_2019,UW_RI_FY_2022_2021,BS_H1_2022_2021,BS_H2_2022_2021,BS_FY_2021_2020,BS_FY_2022_2019,BS_FY_2022_2021,LC_H1_2022_2021,LC_H2_2022_2021,LC_FY_2021_2020,LC_FY_2022_2019,LC_FY_2022_2021,RI_H1_2022_2021,RI_H2_2022_2021,RI_FY_2021_2020,RI_FY_2022_2019,RI_FY_2022_2021
117,South Africa,BPC,Skin Cleansing,Hand Wash,3.93,3.25,3.24,3.78,14.19,7.61,6.03,5.06,5.29,24.0,6.36,4.86,4.55,4.85,4.93,4.51,4.17,4.11,6.36,4.86,4.47,4.79,5.28,4.06,3.75,4.0,6.36,4.86,4.5,4.9,5.15,4.42,4.35,4.73,1.72,-15.82,-12.02,-14.09,24.84,-14.09,-16.76,-16.29,-14.68,20.42,-16.55,-14.58,-3.45,-14.07,31.52,-9.5,-15.82,-12.02,-14.09,24.84,-14.09,-16.76,-16.29,-14.68,20.42,-16.55,-14.58,-3.45,-14.07,31.52,-9.5
118,South Africa,BPC,Skin Cleansing,Skin Cleansing-Bar,52.4,50.56,50.79,52.92,206.67,54.07,49.93,48.78,51.94,204.72,50.22,49.87,49.3,51.18,51.6,50.72,50.55,51.66,50.22,49.87,49.07,50.79,50.6,50.0,50.05,51.56,50.22,49.87,49.27,50.76,50.93,50.16,49.96,51.04,56.69,2.23,1.71,-2.02,-1.04,1.97,0.51,1.75,-2.33,-2.16,1.13,0.99,0.98,-2.25,-2.22,0.98,2.23,1.71,-2.02,-1.04,1.97,0.51,1.75,-2.33,-2.16,1.13,0.99,0.98,-2.25,-2.22,0.98
119,South Africa,BPC,Skin Cleansing,Skin Cleansing-Liquid,12.41,11.4,12.1,14.34,50.26,14.28,11.9,12.24,15.0,53.41,13.78,13.4,12.96,14.8,13.58,13.07,12.89,14.24,13.78,13.4,13.12,14.95,13.99,13.45,13.63,15.44,13.78,13.4,13.13,14.99,14.08,13.56,13.73,15.46,8.87,-1.92,-2.26,2.83,7.01,-2.09,0.97,3.53,3.43,12.42,2.27,1.71,3.81,3.52,13.08,2.78,-1.92,-2.26,2.83,7.01,-2.09,0.97,3.53,3.43,12.42,2.27,1.71,3.81,3.52,13.08,2.78
120,South Africa,BPC,Skin Cleansing,Total,68.74,65.21,66.13,71.04,271.12,75.96,67.86,66.08,72.23,282.13,70.36,68.13,66.81,70.83,70.11,68.3,67.61,70.01,70.36,68.13,66.66,70.53,69.87,67.51,67.43,71.0,70.36,68.13,66.9,70.65,70.16,68.14,68.04,71.23,67.27,-0.05,-0.03,-2.13,1.81,-0.04,-0.8,0.9,-2.29,1.72,0.04,-0.13,1.25,-2.16,2.38,0.56,1.22,0.84,-1.69,0.68,1.03,0.13,1.52,-1.89,0.34,0.83,0.69,1.24,-1.79,0.66,0.95
121,South Africa,F&R,Food,Herbs And Spices,31.31,32.06,32.52,33.9,129.8,33.96,39.47,36.37,37.4,147.2,38.27,38.38,36.43,35.38,35.84,32.57,32.55,31.53,38.27,38.38,36.42,35.36,38.08,36.45,36.44,34.2,38.27,38.38,37.1,37.39,36.98,33.57,34.07,33.46,0.0,-10.74,-10.76,0.85,2.08,-10.75,-2.77,-1.59,0.83,11.84,-2.2,-7.96,-9.36,2.68,6.37,-8.65,-10.74,-10.76,0.85,2.08,-10.75,-2.77,-1.59,0.83,11.84,-2.2,-7.96,-9.36,2.68,6.37,-8.65
122,South Africa,F&R,Food,Regular Foil Soup,22.06,24.65,24.36,22.87,93.94,23.56,25.4,24.07,23.33,96.36,21.6,24.08,23.9,23.19,22.41,24.34,25.72,24.17,21.6,24.08,23.91,23.23,22.58,24.15,24.17,23.33,21.6,24.08,24.96,24.04,23.36,25.39,26.71,25.11,53.46,2.34,5.95,-3.72,2.87,4.18,2.29,0.77,-3.67,0.31,1.52,6.72,5.75,-1.74,7.06,6.22,2.34,5.95,-3.72,2.87,4.18,2.29,0.77,-3.67,0.31,1.52,6.72,5.75,-1.74,7.06,6.22
123,South Africa,F&R,Food,Stock & Cubes & Tabs,15.62,18.33,18.21,16.63,68.79,16.92,19.19,18.21,17.5,71.82,16.46,17.75,17.8,16.76,16.65,17.72,18.43,17.41,16.46,17.75,17.84,16.77,16.51,17.3,18.07,17.07,16.46,17.75,18.25,19.57,18.77,19.38,20.22,19.16,0.0,0.42,3.69,-4.23,2.05,2.07,-1.19,1.53,-4.17,0.22,0.18,11.49,4.13,0.3,12.69,7.63,0.42,3.69,-4.23,2.05,2.07,-1.19,1.53,-4.17,0.22,0.18,11.49,4.13,0.3,12.69,7.63
124,South Africa,F&R,Food,Tea,42.75,50.39,51.88,47.4,192.42,46.02,54.64,52.4,46.42,199.49,44.59,50.04,53.06,47.86,44.5,49.27,53.17,49.09,44.59,50.04,53.08,47.59,44.23,48.78,53.05,48.76,44.59,50.04,52.25,47.49,47.8,51.86,56.04,51.74,42.21,-0.92,1.33,-1.98,1.87,0.25,-1.71,1.13,-2.1,1.25,-0.24,5.32,8.06,-2.57,7.81,6.73,-0.92,1.33,-1.98,1.87,0.25,-1.71,1.13,-2.1,1.25,-0.24,5.32,8.06,-2.57,7.81,6.73
125,South Africa,F&R,Food,Total,111.74,125.43,126.97,120.8,484.95,120.46,138.7,131.05,124.65,514.87,120.92,130.25,131.19,123.19,119.4,123.9,129.87,122.2,120.92,130.25,131.25,122.95,121.4,126.68,131.73,123.36,120.92,130.25,132.56,128.49,126.91,130.2,137.04,129.47,95.67,-3.14,-0.9,-1.81,2.15,-2.02,-1.23,0.35,-1.84,3.76,-0.44,2.36,2.09,-0.51,7.97,2.22,0.9,3.91,-2.95,2.43,2.45,0.53,0.93,-2.98,0.72,0.74,6.1,6.77,-2.11,7.39,6.45
126,South Africa,HC,Home & Hygiene,Dishwash,21.14,20.97,21.55,23.27,86.93,22.7,23.61,22.75,25.22,94.28,23.5,23.33,22.23,23.58,22.18,22.45,22.47,23.5,23.5,23.33,22.24,23.6,22.63,22.51,22.55,23.96,23.5,23.33,22.36,24.2,22.48,22.6,22.69,24.56,63.08,-4.69,0.35,-1.75,4.22,-2.2,-3.6,1.45,-1.71,5.43,-1.1,-3.73,1.48,-0.94,6.22,-1.13,-4.69,0.35,-1.75,4.22,-2.2,-3.6,1.45,-1.71,5.43,-1.1,-3.73,1.48,-0.94,6.22,-1.13
127,South Africa,HC,Home & Hygiene,Fabric Solution,87.1,92.9,97.16,101.07,378.23,91.64,85.91,90.96,103.77,372.27,88.37,96.58,98.51,101.41,89.85,91.65,96.38,99.56,88.37,96.58,98.42,101.53,92.09,94.59,98.01,100.02,88.37,96.58,94.78,95.31,92.98,96.77,98.57,99.13,201.19,-1.86,-1.99,3.38,-0.21,-1.93,0.94,-0.96,3.39,1.71,-0.05,2.6,4.0,0.74,2.44,3.31,-1.86,-1.99,3.38,-0.21,-1.93,0.94,-0.96,3.39,1.71,-0.05,2.6,4.0,0.74,2.44,3.31
128,South Africa,HC,Home & Hygiene,Hard Surface cleaners,17.37,17.17,18.1,19.13,71.78,19.89,18.33,18.27,19.76,76.26,19.65,18.5,18.88,19.58,19.73,19.07,19.82,20.47,19.65,18.5,18.79,19.58,19.52,18.86,19.77,20.25,19.65,18.5,19.19,20.0,20.5,19.02,19.7,20.4,28.42,1.68,4.73,0.47,10.17,3.21,0.6,4.3,0.34,9.22,2.46,3.56,2.31,1.42,10.9,2.93,1.68,4.73,0.47,10.17,3.21,0.6,4.3,0.34,9.22,2.46,3.56,2.31,1.42,10.9,2.93
129,South Africa,HC,Home & Hygiene,Laundry Bar,19.94,21.95,23.44,24.59,89.92,22.64,21.03,21.95,24.94,90.55,20.86,22.58,21.65,21.89,20.9,21.62,22.05,22.36,20.86,22.58,21.64,21.89,20.9,21.75,22.0,22.73,20.86,22.58,22.91,24.08,22.59,23.54,23.73,24.89,44.72,-2.12,1.98,-3.94,-3.33,-0.06,-1.82,2.76,-3.95,-2.83,0.47,6.19,3.46,-0.13,5.37,4.77,-2.12,1.98,-3.94,-3.33,-0.06,-1.82,2.76,-3.95,-2.83,0.47,6.19,3.46,-0.13,5.37,4.77
130,South Africa,HC,Home & Hygiene,Toilet Cleaners,17.46,16.48,15.8,17.71,67.45,19.38,18.33,16.83,18.85,73.38,20.05,17.15,16.55,18.78,18.0,16.42,16.06,18.14,20.05,17.15,16.54,18.78,18.47,17.09,16.7,18.56,20.05,17.15,17.03,19.38,18.6,16.45,16.52,18.78,28.05,-7.45,-3.18,-1.17,1.75,-5.37,-4.41,-0.16,-1.17,5.0,-2.34,-5.79,-3.01,0.3,4.3,-4.41,-7.45,-3.18,-1.17,1.75,-5.37,-4.41,-0.16,-1.17,5.0,-2.34,-5.79,-3.01,0.3,4.3,-4.41
131,South Africa,HC,Home & Hygiene,Total,163.01,169.47,176.05,185.77,694.31,176.25,167.21,170.76,192.54,706.74,172.43,178.14,177.82,185.24,170.66,171.21,176.78,184.03,172.43,178.14,177.63,185.38,173.61,174.8,179.03,185.52,172.43,178.14,176.27,182.97,177.15,178.38,181.21,187.76,365.45,-2.48,-0.62,0.97,1.21,-1.53,-0.61,0.43,0.97,2.69,-0.08,1.41,2.71,0.44,4.35,2.07,-2.53,-0.67,1.02,1.13,-1.61,-0.62,0.38,1.02,2.63,-0.15,1.38,2.83,0.36,4.25,2.1
132,South Africa,BPC,Total,Total,237.2,227.13,235.91,250.54,950.79,246.84,223.28,226.61,252.75,949.49,238.89,240.43,237.84,250.58,247.65,243.52,245.54,254.05,238.89,240.43,237.66,248.64,244.57,240.84,243.16,255.28,238.89,240.43,238.27,249.29,252.3,247.55,245.88,255.93,187.98,2.47,2.28,1.92,4.2,2.38,1.27,2.5,1.7,3.48,1.89,4.29,2.92,1.83,5.35,3.6,3.62,2.96,1.88,3.3,3.28,1.81,2.77,1.61,2.11,2.29,5.09,3.14,1.74,4.02,4.1
133,South Africa,F&R,Total,Total,111.74,125.43,126.97,120.8,484.95,120.46,138.7,131.05,124.65,514.87,120.92,130.25,131.19,123.19,119.4,123.9,129.87,122.2,120.92,130.25,131.25,122.95,121.4,126.68,131.73,123.36,120.92,130.25,132.56,128.49,126.91,130.2,137.04,129.47,95.67,-3.14,-0.9,-1.81,2.15,-2.02,-1.23,0.35,-1.84,3.76,-0.44,2.36,2.09,-0.51,7.97,2.22,0.9,3.91,-2.95,2.43,2.45,0.53,0.93,-2.98,0.72,0.74,6.1,6.77,-2.11,7.39,6.45
134,South Africa,HC,Total,Total,163.01,169.47,176.05,185.77,694.31,176.25,167.21,170.76,192.54,706.74,172.43,178.14,177.82,185.24,170.66,171.21,176.78,184.03,172.43,178.14,177.63,185.38,173.61,174.8,179.03,185.52,172.43,178.14,176.27,182.97,177.15,178.38,181.21,187.76,365.45,-2.48,-0.62,0.97,1.21,-1.53,-0.61,0.43,0.97,2.69,-0.08,1.41,2.71,0.44,4.35,2.07,-2.53,-0.67,1.02,1.13,-1.61,-0.62,0.38,1.02,2.63,-0.15,1.38,2.83,0.36,4.25,2.1
135,South Africa,Total,Total,Total,511.95,522.03,538.93,557.11,2130.05,543.55,529.19,528.42,569.94,2171.1,532.24,548.82,546.85,559.01,537.71,538.63,552.19,560.28,532.24,548.82,546.54,556.97,539.58,542.32,553.92,564.16,532.24,548.82,547.1,560.75,556.36,556.13,564.13,573.16,649.1,-0.44,0.6,0.73,2.76,0.09,0.08,1.32,0.62,3.28,0.71,2.91,2.66,0.82,5.62,2.78,-0.25,1.06,0.69,1.95,0.4,0.25,1.16,0.61,2.2,0.69,3.15,3.5,0.4,4.65,3.32
136,United Kingdom,BPC,Deos,Deodorants,152.52,180.98,198.97,181.94,714.42,160.52,143.52,175.06,159.89,638.99,121.48,156.25,173.51,162.74,145.9,162.47,179.2,162.91,121.48,156.25,173.55,154.66,144.3,159.33,170.22,152.3,121.48,156.25,176.17,163.49,153.96,175.55,199.28,181.14,239.67,11.03,1.74,-3.91,-8.95,5.94,9.33,-1.73,-5.17,-12.35,3.34,18.65,12.0,-3.38,-0.63,14.99,11.03,1.74,-3.91,-8.95,5.94,9.33,-1.73,-5.17,-12.35,3.34,18.65,12.0,-3.38,-0.63,14.99
137,United Kingdom,BPC,Face Care,Face Care,218.29,220.49,217.48,242.62,898.89,229.77,191.09,225.05,238.22,884.13,223.05,237.04,235.7,246.8,244.43,243.31,241.25,252.7,223.05,237.04,235.75,246.16,244.39,241.11,239.23,249.19,223.05,237.04,237.15,249.18,255.2,251.67,252.26,265.06,58.02,6.01,2.37,6.61,9.21,4.15,5.52,1.35,6.55,8.35,3.39,10.17,6.37,7.05,13.94,8.22,6.01,2.37,6.61,9.21,4.15,5.52,1.35,6.55,8.35,3.39,10.17,6.37,7.05,13.94,8.22
138,United Kingdom,F&R,Food,Bouillons,54.92,39.43,38.54,58.21,191.1,63.97,52.35,45.42,63.63,225.37,63.85,40.8,40.79,58.18,55.04,38.28,35.87,55.64,63.85,40.8,40.81,57.61,61.62,43.73,39.27,58.18,63.85,40.8,40.95,60.89,63.45,41.05,39.92,65.65,70.47,-10.84,-7.54,-9.65,-3.29,-9.23,0.67,-0.98,-9.9,6.12,-0.13,-0.14,3.66,-8.38,9.93,1.74,-10.84,-7.54,-9.65,-3.29,-9.23,0.67,-0.98,-9.9,6.12,-0.13,-0.14,3.66,-8.38,9.93,1.74
139,United Kingdom,F&R,Food,Ice Cream,280.17,473.93,549.11,277.48,1580.69,293.84,688.25,594.15,343.0,1919.24,373.48,594.75,627.11,383.63,369.46,590.68,645.9,392.82,373.48,594.75,631.47,390.02,379.16,600.83,652.5,397.87,373.48,594.75,624.58,399.79,362.53,599.5,687.4,455.79,381.65,-0.84,2.77,3.11,26.45,1.01,1.21,2.83,3.67,28.45,2.04,-0.64,11.6,3.82,33.18,5.65,-0.84,2.77,3.11,26.45,1.01,1.21,2.83,3.67,28.45,2.04,-0.64,11.6,3.82,33.18,5.65
140,United Kingdom,F&R,Food,Mayonnaise,54.24,63.47,64.21,57.86,239.79,64.74,89.11,77.63,69.52,301.01,70.04,78.12,76.13,69.09,66.87,73.33,74.25,67.18,70.04,78.12,76.16,69.24,67.16,73.7,74.6,67.41,70.04,78.12,76.85,70.25,78.31,86.86,88.74,80.83,147.02,-5.37,-2.61,-2.54,17.45,-4.01,-4.93,-2.33,-2.48,17.96,-3.64,11.48,15.27,-1.91,39.6,13.37,-5.37,-2.61,-2.54,17.45,-4.01,-4.93,-2.33,-2.48,17.96,-3.64,11.48,15.27,-1.91,39.6,13.37
141,United Kingdom,F&R,Food,Meal Solutions,40.82,35.13,34.61,41.56,152.13,46.0,45.02,39.8,46.37,177.19,46.48,36.67,38.7,42.74,39.88,35.69,34.03,39.95,46.48,36.67,38.72,43.54,42.52,38.67,37.24,42.52,46.48,36.67,39.4,45.48,42.67,37.1,36.43,44.67,17.26,-9.11,-9.16,-7.12,-1.69,-9.13,-2.35,-3.04,-6.65,5.8,-2.69,-4.06,-4.47,-5.17,5.75,-4.26,-9.11,-9.16,-7.12,-1.69,-9.13,-2.35,-3.04,-6.65,5.8,-2.69,-4.06,-4.47,-5.17,5.75,-4.26
142,United Kingdom,F&R,Food,Mini Meals,107.42,100.12,107.05,102.91,417.5,129.98,120.56,113.01,108.74,472.29,116.81,105.29,106.19,104.26,104.38,100.15,101.81,101.44,116.81,105.29,106.49,104.34,108.67,103.39,104.66,104.42,116.81,105.29,110.01,106.03,111.05,109.47,115.47,114.43,122.09,-7.91,-3.42,-8.42,-2.33,-5.72,-4.52,-0.83,-8.34,0.87,-2.72,-0.71,6.41,-7.23,7.89,2.8,-7.91,-3.42,-8.42,-2.33,-5.72,-4.52,-0.83,-8.34,0.87,-2.72,-0.71,6.41,-7.23,7.89,2.8
143,United Kingdom,F&R,Food,Total,537.57,712.08,793.52,538.02,2581.21,598.53,995.29,870.01,631.26,3095.1,670.66,855.63,888.92,657.9,635.63,838.13,891.86,657.03,670.66,855.63,893.65,664.75,659.13,860.32,908.27,670.4,670.66,855.63,891.79,682.44,658.01,873.98,967.96,761.37,738.49,-3.44,0.13,-0.71,17.1,-1.64,-0.45,1.3,-0.34,20.03,0.44,0.38,9.85,0.18,26.35,5.19,-4.06,-0.59,-1.38,16.4,-2.32,-1.09,0.7,-1.08,19.14,-0.2,1.73,10.34,-0.52,27.42,6.11
144,United Kingdom,HC,Fabric Sensation,Fabric Sensation,156.01,156.63,157.29,154.13,624.06,165.16,144.59,161.16,153.72,624.64,152.83,163.32,157.5,155.04,161.1,161.17,158.31,155.58,152.83,163.32,157.57,153.23,160.99,160.88,156.78,151.83,152.83,163.32,158.94,155.04,174.93,173.51,176.49,170.86,158.4,1.94,0.43,0.65,1.94,1.19,1.81,-0.71,0.37,1.03,0.56,10.21,10.63,0.88,11.49,10.42,1.94,0.43,0.65,1.94,1.19,1.81,-0.71,0.37,1.03,0.56,10.21,10.63,0.88,11.49,10.42
145,United Kingdom,HC,Fabric Solution,Fabric Solution,348.28,345.15,360.9,333.88,1388.21,394.77,308.11,359.88,336.73,1399.48,324.71,356.19,358.54,336.26,351.64,342.55,353.78,329.32,324.71,356.19,358.74,337.75,355.7,347.4,361.01,335.15,324.71,356.19,362.91,345.31,369.88,358.47,376.19,358.02,267.66,1.95,-1.68,-1.7,-0.79,0.12,3.26,-0.05,-1.58,0.8,1.59,6.97,3.67,-0.74,5.36,5.29,1.95,-1.68,-1.7,-0.79,0.12,3.26,-0.05,-1.58,0.8,1.59,6.97,3.67,-0.74,5.36,5.29
146,United Kingdom,HC,Home & Hygiene,Surface Cleaners,179.49,175.47,180.62,166.6,702.18,240.28,241.52,242.47,208.56,932.83,218.31,201.19,214.04,189.01,188.12,181.28,182.89,164.87,218.31,201.19,214.3,194.74,211.11,205.84,206.09,185.24,218.31,201.19,214.9,191.42,197.42,186.84,196.95,177.47,37.65,-11.94,-13.72,-11.82,2.13,-12.81,-0.61,-4.33,-11.18,15.11,-2.45,-8.4,-7.85,-11.47,8.04,-8.13,-11.94,-13.72,-11.82,2.13,-12.81,-0.61,-4.33,-11.18,15.11,-2.45,-8.4,-7.85,-11.47,8.04,-8.13
147,United Kingdom,HC,Home & Hygiene,Toilet & Bleach,85.3,87.2,93.29,84.13,349.92,101.16,95.2,102.17,90.53,389.07,88.73,91.81,95.36,86.13,85.78,87.16,90.45,80.86,88.73,91.81,95.44,86.0,87.56,89.09,91.54,81.87,88.73,91.81,95.6,87.57,87.85,88.42,95.42,86.72,61.05,-4.21,-5.61,-6.95,-1.62,-4.91,-2.15,-4.43,-6.96,0.04,-3.3,-2.37,-0.56,-6.52,2.43,-1.46,-4.21,-5.61,-6.95,-1.62,-4.91,-2.15,-4.43,-6.96,0.04,-3.3,-2.37,-0.56,-6.52,2.43,-1.46
148,United Kingdom,HC,Home & Hygiene,Total,264.79,262.67,273.91,250.73,1052.1,341.44,336.72,344.64,299.09,1321.9,307.04,293.0,309.4,275.14,273.9,268.44,273.34,245.73,307.04,293.0,309.74,280.74,298.67,294.93,297.63,267.11,307.04,293.0,310.5,278.99,285.27,275.26,292.37,264.19,98.7,-9.62,-11.2,-10.39,0.88,-10.4,-1.07,-4.36,-9.94,10.1,-2.7,-6.59,-5.59,-10.01,6.18,-6.09,-7.16,-8.7,-8.81,-0.19,-7.92,-1.56,-4.39,-8.57,5.79,-2.98,-4.67,-3.34,-8.41,4.57,-4.0
149,United Kingdom,BPC,Total,Total,370.81,401.47,416.45,424.56,1613.31,390.29,334.61,400.11,398.11,1523.12,344.53,393.29,409.21,409.54,390.33,405.78,420.45,415.61,344.53,393.29,409.3,400.82,388.69,400.44,409.45,401.49,344.53,393.29,413.32,412.67,409.16,427.22,451.54,446.2,297.69,7.9,2.11,2.2,1.17,4.86,6.96,0.1,1.63,-0.82,3.37,13.36,8.69,2.67,7.49,10.89,10.05,1.86,-1.86,-5.41,5.59,8.59,-1.13,-2.89,-8.32,3.35,17.0,10.9,-1.35,2.21,13.67
150,United Kingdom,F&R,Total,Total,537.57,712.08,793.52,538.02,2581.21,598.53,995.29,870.01,631.26,3095.1,670.66,855.63,888.92,657.9,635.63,838.13,891.86,657.03,670.66,855.63,893.65,664.75,659.13,860.32,908.27,670.4,670.66,855.63,891.79,682.44,658.01,873.98,967.96,761.37,738.49,-3.44,0.13,-0.71,17.1,-1.64,-0.45,1.3,-0.34,20.03,0.44,0.38,9.85,0.18,26.35,5.19,-4.06,-0.59,-1.38,16.4,-2.32,-1.09,0.7,-1.08,19.14,-0.2,1.73,10.34,-0.52,27.42,6.11
151,United Kingdom,HC,Total,Total,769.08,764.45,792.1,738.74,3064.37,901.37,789.42,865.68,789.54,3346.02,784.58,812.51,825.44,766.44,786.64,772.16,785.43,730.63,784.58,812.51,826.05,771.72,815.36,803.21,815.42,754.09,784.58,812.51,832.35,779.34,830.08,807.24,845.05,793.07,524.76,-2.4,-4.76,-4.69,0.34,-3.58,1.34,-1.77,-4.52,4.04,-0.21,2.52,1.64,-4.1,6.89,2.08,0.23,-2.36,-2.33,0.15,-1.07,1.92,-1.07,-2.31,1.81,0.42,5.76,4.45,-1.69,7.06,5.09
152,United Kingdom,Total,Total,Total,1677.46,1878.0,2002.07,1701.32,7258.89,1890.19,2119.32,2135.8,1818.91,7964.24,1799.77,2061.43,2123.57,1833.88,1812.6,2016.07,2097.74,1803.27,1799.77,2061.43,2129.0,1837.29,1863.18,2063.97,2133.14,1825.98,1799.77,2061.43,2137.46,1874.45,1897.25,2108.44,2264.55,2000.64,1560.94,-0.84,-1.43,-1.83,6.49,-1.14,1.71,-0.18,-1.72,8.64,0.75,3.74,6.31,-1.14,13.94,5.05,0.08,-0.72,-1.79,6.78,-0.39,1.76,-0.24,-1.83,8.08,0.69,6.0,8.47,-1.07,15.77,7.21
153,Global,BPC,Total,Total,3208.34,3265.93,3287.21,3335.04,13096.53,3264.68,2720.43,3150.83,3278.2,12414.18,3176.8,3211.84,3226.03,3356.3,3385.16,3407.69,3416.0,3476.57,3176.8,3211.84,3218.84,3296.95,3282.96,3292.86,3311.74,3393.99,3176.8,3211.84,3239.13,3361.53,3560.57,3592.38,3630.92,3720.62,4905.71,6.33,4.71,4.49,4.5,5.51,2.93,2.92,3.95,1.41,2.92,11.96,11.38,4.63,10.75,11.67,4.65,4.41,3.64,5.0,4.46,2.02,2.93,3.14,2.46,2.42,11.48,11.16,3.84,12.2,11.25
154,Global,F&R,Total,Total,2175.75,2564.84,2836.55,2303.96,9881.11,2377.5,2927.38,2979.34,2561.23,10845.43,2552.65,2973.77,3036.98,2603.8,2545.35,3007.12,3126.56,2630.55,2552.65,2973.77,3036.92,2598.3,2558.48,3018.69,3123.44,2633.8,2552.65,2973.77,3062.07,2632.59,2571.03,3061.36,3253.5,2769.78,3270.82,0.47,2.06,2.97,14.46,1.28,0.92,2.16,2.92,14.71,1.55,1.92,5.77,3.46,17.96,3.87,-0.61,0.78,2.58,13.64,0.09,0.28,0.79,2.56,14.15,0.54,2.32,5.46,3.01,18.58,3.91
155,Global,HC,Total,Total,2790.6,2803.95,2875.28,2839.68,11309.55,3056.61,2733.73,2954.43,2941.58,11686.35,2943.46,2980.91,2997.51,2952.23,2999.92,2994.52,3026.07,2979.21,2943.46,2980.91,2997.94,2937.05,3001.84,2989.93,3030.54,2986.37,2943.46,2980.91,3022.14,3022.53,3119.87,3125.52,3193.71,3141.92,3969.43,1.18,0.93,1.61,6.1,1.06,1.14,1.38,1.48,6.18,1.26,5.42,4.81,2.42,11.24,5.11,2.52,1.62,4.88,9.62,2.04,2.28,1.62,4.71,9.35,1.92,7.3,6.04,5.49,15.24,6.64
